source_file,howdy_level,unit,unit_item_order,sequence_in_source,answer_text,definition_zh,prompt_en
howdy_1_all_units.csv,1,1,1,1,peter,人名 P_ _ _ _,My friend Peter is very nice.
howdy_1_all_units.csv,1,1,2,2,grace,人名 G_ _ _ _,Grace likes to read books.
howdy_1_all_units.csv,1,1,3,3,lucy,人名 L_ _ _ y,Lucy has a beautiful smile.
howdy_1_all_units.csv,1,1,4,4,lynn,人名 L_ _ _ n,Lynn is my classmate.
howdy_1_all_units.csv,1,1,5,5,steve,人名 S_ _ _ _,Steve plays basketball very well.
howdy_1_all_units.csv,1,1,6,6,good morning,早安,Good morning! How are you today?
howdy_1_all_units.csv,1,1,7,7,jennifer,人名 J_ _ _ _ _ _ _,Jennifer is our English teacher.
howdy_1_all_units.csv,1,1,8,8,good afternoon,午安,Good afternoon! Nice to see you.
howdy_1_all_units.csv,1,1,9,9,yuma,人名 Y_ _ _ _,Yuma comes from Japan.
howdy_1_all_units.csv,1,1,10,10,good evening,晚安,Good evening! Have a great night.
howdy_1_all_units.csv,1,1,11,11,mr. clark,人名 Mr. _ _ _ _ _,Mr. Clark teaches us math.
howdy_1_all_units.csv,1,1,12,12,good-bye,再見,Good-bye! See you tomorrow.
howdy_1_all_units.csv,1,1,13,13,tim,人名 T_ _,Tim is my little brother.
howdy_1_all_units.csv,1,1,14,14,sam,人名 S_ _,Sam likes to play soccer.
howdy_1_all_units.csv,1,2,1,15,one,1,There is one cat on the table.
howdy_1_all_units.csv,1,2,2,16,nine,9,There are nine dogs in the yard.
howdy_1_all_units.csv,1,2,3,17,two,2,There are two dogs in the yard.
howdy_1_all_units.csv,1,2,4,18,ten,10,I have ten fingers.
howdy_1_all_units.csv,1,2,5,19,three,3,There are three apples in the bowl.
howdy_1_all_units.csv,1,2,6,20,rabbit,兔子,Rabbits like carrots.
howdy_1_all_units.csv,1,2,7,21,four,4,There are four places on the table.
howdy_1_all_units.csv,1,2,8,22,cat,貓,Kelly has a brown cat.
howdy_1_all_units.csv,1,2,9,23,five,5,I have five fingers.
howdy_1_all_units.csv,1,2,10,24,dog,狗,Jokes dog is very big.
howdy_1_all_units.csv,1,2,11,25,six,6,There are six fish in the pond.
howdy_1_all_units.csv,1,2,12,26,bird,小鳥,This bird is very pretty.
howdy_1_all_units.csv,1,2,13,27,seven,7,There are seven days in a week.
howdy_1_all_units.csv,1,2,14,28,eight,8,There are eight children in the yard.
howdy_1_all_units.csv,1,3,1,29,father,父親,My father is very tall.
howdy_1_all_units.csv,1,3,2,30,short,矮的、短的,Tom is short but strong.
howdy_1_all_units.csv,1,3,3,31,mother,母親,My mother cooks delicious food.
howdy_1_all_units.csv,1,3,4,32,grandpa,爺爺、外公,Grandpa tells funny stories.
howdy_1_all_units.csv,1,3,5,33,brother,哥哥/弟弟,My brother plays guitar.
howdy_1_all_units.csv,1,3,6,34,grandma,奶奶、外婆,Grandma makes the best cookies.
howdy_1_all_units.csv,1,3,7,35,sister,姊姊/妹妹,My sister loves dancing.
howdy_1_all_units.csv,1,3,8,36,young,幼小的,The young boy is very smart.
howdy_1_all_units.csv,1,3,9,37,baby,寶寶,The baby is sleeping quietly.
howdy_1_all_units.csv,1,3,10,38,old,老的、舊的,This old tree is very big.
howdy_1_all_units.csv,1,3,11,39,chubby,圓胖的,The chubby cat is very cute.
howdy_1_all_units.csv,1,3,12,40,pretty,漂亮的,She wears a pretty dress.
howdy_1_all_units.csv,1,3,13,41,thin,瘦的,The thin man runs very fast.
howdy_1_all_units.csv,1,3,14,42,tall,高的,The tall building has many floors.
howdy_1_all_units.csv,1,4,1,43,book,書,I love reading this book.
howdy_1_all_units.csv,1,4,2,44,circle,圓圈,Draw a perfect circle here.
howdy_1_all_units.csv,1,4,3,45,pencil,鉛筆,Please give me a pencil.
howdy_1_all_units.csv,1,4,4,46,square,正方形,This square is very neat.
howdy_1_all_units.csv,1,4,5,47,pen,筆、鋼筆,I write with a blue pen.
howdy_1_all_units.csv,1,4,6,48,triangle,三角形,Can you draw a triangle?
howdy_1_all_units.csv,1,4,7,49,eraser,橡皮擦、板擦,Use the eraser to fix mistakes.
howdy_1_all_units.csv,1,4,8,50,heart,心型,I drew a red heart.
howdy_1_all_units.csv,1,4,9,51,crayon,蠟筆,Color the picture with crayons.
howdy_1_all_units.csv,1,4,10,52,diamond,菱形、鑽石,The diamond shape is beautiful.
howdy_1_all_units.csv,1,4,11,53,ruler,尺,Measure the line with a ruler.
howdy_1_all_units.csv,1,4,12,54,pencil case,鉛筆盒,Put your pencils in the pencil case.
howdy_1_all_units.csv,1,4,13,55,schoolbag,書包,Pack your books in the schoolbag.
howdy_1_all_units.csv,1,5,1,56,tiger,虎,The tiger is very strong.
howdy_1_all_units.csv,1,5,2,57,long,長的,This snake is very long.
howdy_1_all_units.csv,1,5,3,58,lion,獅,The lion roars loudly.
howdy_1_all_units.csv,1,5,4,59,short,短的、矮的,My hair is short and neat.
howdy_1_all_units.csv,1,5,5,60,monkey,猴,The monkey climbs the tree.
howdy_1_all_units.csv,1,5,6,61,huge,非常巨大的,The elephant is huge.
howdy_1_all_units.csv,1,5,7,62,snake,蛇,The snake moves slowly.
howdy_1_all_units.csv,1,5,8,63,small,小的,This ant is very small.
howdy_1_all_units.csv,1,5,9,64,hippo,河馬,The hippo lives in the river.
howdy_1_all_units.csv,1,5,10,65,elephant,象,The elephant has a long trunk.
howdy_1_all_units.csv,1,5,11,66,giraffe,長頸鹿,The giraffe has a long neck.
howdy_1_all_units.csv,1,5,12,67,zebra,斑馬,The zebra has black and white stripes.
howdy_1_all_units.csv,1,6,1,68,computer game,電腦遊戲,I play computer games on weekends.
howdy_1_all_units.csv,1,6,2,69,blocks,積木,Build a castle with blocks.
howdy_1_all_units.csv,1,6,3,70,teddy bear,玩具熊,My teddy bear is very soft.
howdy_1_all_units.csv,1,6,4,71,new,新的,I got a new bicycle.
howdy_1_all_units.csv,1,6,5,72,toy car,玩具車,The red toy car is fast.
howdy_1_all_units.csv,1,6,6,73,old,舊的、老的,This old book is interesting.
howdy_1_all_units.csv,1,6,7,74,robot,機器人,The robot can walk and talk.
howdy_1_all_units.csv,1,6,8,75,fun,有趣的,The game is very fun.
howdy_1_all_units.csv,1,6,9,76,doll,洋娃娃,She plays with her favorite doll.
howdy_1_all_units.csv,1,6,10,77,boring,無聊的,The movie was boring.
howdy_1_all_units.csv,1,6,11,78,puzzle,拼圖,Complete this 1000-piece puzzle.
howdy_1_all_units.csv,1,6,12,79,board game,棋盤遊戲,We play board games on rainy days.
howdy_1_all_units.csv,1,7,1,80,skateboard,滑板,He rides his skateboard to school.
howdy_1_all_units.csv,1,7,2,81,orange,橘色,The orange sunset is beautiful.
howdy_1_all_units.csv,1,7,3,82,rollerblades,直排輪,She wears rollerblades in the park.
howdy_1_all_units.csv,1,7,4,83,shirt,襯衫(男式),He wears a white shirt to work.
howdy_1_all_units.csv,1,7,5,84,bicycle (bike),腳踏車,I ride my bicycle to school.
howdy_1_all_units.csv,1,7,6,85,shorts,短褲(兩腿褲),Wear shorts in hot weather.
howdy_1_all_units.csv,1,7,7,86,socks,襪子(雙),Put on clean socks every day.
howdy_1_all_units.csv,1,7,8,87,helmet,頭盔、安全帽,Always wear a helmet when cycling.
howdy_1_all_units.csv,1,7,9,88,sneakers,運動鞋(雙),These sneakers are comfortable.
howdy_1_all_units.csv,1,7,10,89,yellow,黃,The sun is bright yellow.
howdy_1_all_units.csv,1,7,11,90,pink,粉紅,She likes the pink flowers.
howdy_1_all_units.csv,1,7,12,91,red,紅,The apple is red and sweet.
howdy_1_all_units.csv,1,7,13,92,green,綠,The grass is green in spring.
howdy_1_all_units.csv,1,7,14,93,blue,藍,The sky is clear blue today.
howdy_1_all_units.csv,1,7,15,94,white,白,Snow is pure white.
howdy_1_all_units.csv,1,8,1,95,closet,衣櫥,Hang your clothes in the closet.
howdy_1_all_units.csv,1,8,2,96,behind,在…下面,The cat is hiding behind the tree.
howdy_1_all_units.csv,1,8,3,97,chair,椅子,Sit down on this comfortable chair.
howdy_1_all_units.csv,1,8,4,98,yard,院子,Children play in the yard.
howdy_1_all_units.csv,1,8,5,99,table,桌子,Put the books on the table.
howdy_1_all_units.csv,1,8,6,100,kitchen,廚房,Mom cooks dinner in the kitchen.
howdy_1_all_units.csv,1,8,7,101,sofa,沙發,We watch TV on the sofa.
howdy_1_all_units.csv,1,8,8,102,living room,客廳,The family gathers in the living room.
howdy_1_all_units.csv,1,8,9,103,tv,電視,We watch cartoons on TV.
howdy_1_all_units.csv,1,8,10,104,bedroom,臥室,I sleep in my cozy bedroom.
howdy_1_all_units.csv,1,8,11,105,in,在…裡面,The cat is sleeping in the box.
howdy_1_all_units.csv,1,8,12,106,bathroom,浴室,Brush your teeth in the bathroom.
howdy_1_all_units.csv,1,8,13,107,on,在…上面,The book is on the desk.
howdy_1_all_units.csv,1,8,14,108,under,在…下面,The dog is under the table.
howdy_2_all_units.csv,2,1,1,1,eleven,十一,Joe can eat eleven cookies.
howdy_2_all_units.csv,2,1,2,2,twelve,十二,There are twelve apples.
howdy_2_all_units.csv,2,1,3,3,thirteen,十三,I can see thirteen eggs.
howdy_2_all_units.csv,2,1,4,4,fourteen,十四,Tom has fourteen oranges.
howdy_2_all_units.csv,2,1,5,5,fifteen,十五,She has fifteen candles.
howdy_2_all_units.csv,2,1,6,6,sixteen,十六,There are sixteen pens.
howdy_2_all_units.csv,2,1,7,7,seventeen,十七,Mary has seventeen books.
howdy_2_all_units.csv,2,1,8,8,eighteen,十八,I can see eighteen balloons.
howdy_2_all_units.csv,2,1,9,9,nineteen,十九,There are nineteen cars.
howdy_2_all_units.csv,2,1,10,10,twenty,二十,Tim has twenty crayons.
howdy_2_all_units.csv,2,2,1,11,first,第一,Jane sits in the first row.
howdy_2_all_units.csv,2,2,2,12,second,第二,Tom's second; he can run fast.
howdy_2_all_units.csv,2,2,3,13,third,第三,Adam is the third boy in his class.
howdy_2_all_units.csv,2,2,4,14,fourth,第四,Amy is the fourth girl in her family.
howdy_2_all_units.csv,2,2,5,15,fifth,第五,Today is the fifth day of the week.
howdy_2_all_units.csv,2,2,6,16,sixth,第六,Today is the sixth day of the week.
howdy_2_all_units.csv,2,2,7,17,seventh,第七,Today is the seventh day of the week.
howdy_2_all_units.csv,2,2,8,18,eighth,第八,Are you eighth?
howdy_2_all_units.csv,2,2,9,19,ninth,第九,Look! David is ninth.
howdy_2_all_units.csv,2,2,10,20,tenth,第十,Oh no! I'm tenth.
howdy_2_all_units.csv,2,2,11,21,next,下一個,Who is next in line?
howdy_2_all_units.csv,2,2,12,22,last,最後的,Ruby wants the last pizza.
howdy_2_all_units.csv,2,3,1,23,next to,隔壁,Lucy's house is next to Sam's house.
howdy_2_all_units.csv,2,3,2,24,near,附近,The library is near the park.
howdy_2_all_units.csv,2,3,3,25,bookstore,書店,Let's go to the new bookstore.
howdy_2_all_units.csv,2,3,4,26,department store,百貨公司,There is a sale at the department store.
howdy_2_all_units.csv,2,3,5,27,supermarket,超市,Mom is in the supermarket.
howdy_2_all_units.csv,2,3,6,28,train station,火車站,Where is the train station?
howdy_2_all_units.csv,2,3,7,29,school,學校,Jenny likes to go to school.
howdy_2_all_units.csv,2,3,8,30,library,圖書館,Where is the library?
howdy_2_all_units.csv,2,3,9,31,bank,銀行,My brother is in the bank.
howdy_2_all_units.csv,2,3,10,32,post office,郵局,There are two post offices in the city.
howdy_2_all_units.csv,2,3,11,33,park,公園,There is a park near the post office.
howdy_2_all_units.csv,2,3,12,34,across from,對面,The park is across from the bank.
howdy_2_all_units.csv,2,4,1,35,sing,唱（歌）,Jackie can sing very well.
howdy_2_all_units.csv,2,4,2,36,fast,快地；迅速地,Brian can run fast.
howdy_2_all_units.csv,2,4,3,37,dance,跳舞,Can Grace dance?
howdy_2_all_units.csv,2,4,4,38,well,很好地,I can dance very well.
howdy_2_all_units.csv,2,4,5,39,run,跑,My brother can run very fast.
howdy_2_all_units.csv,2,4,6,40,piano,鋼琴,Jenny has a piano lesson today.
howdy_2_all_units.csv,2,4,7,41,swim,游泳,Sam swims very well.
howdy_2_all_units.csv,2,4,8,42,drums,鼓,Can you play the drums?
howdy_2_all_units.csv,2,4,9,43,hop,單腳跳或雙腳跳,He can hop.
howdy_2_all_units.csv,2,4,10,44,violin,小提琴,Ken can play the violin.
howdy_2_all_units.csv,2,4,11,45,jump,跳；跳躍,She can jump high.
howdy_2_all_units.csv,2,4,12,46,flute,長笛；橫笛,Serena can play the flute very well.
howdy_2_all_units.csv,2,4,13,47,high,高,Can you jump high?
howdy_2_all_units.csv,2,5,1,48,t-shirt,短袖圓領運動衫；T恤,Ben's T-shirt is gray.
howdy_2_all_units.csv,2,5,2,49,hat,帽子,Lucy's hat is pretty.
howdy_2_all_units.csv,2,5,3,50,shoes,鞋子,I like your new shoes.
howdy_2_all_units.csv,2,5,4,51,sweater,毛衣,Do you like my sweater?
howdy_2_all_units.csv,2,5,5,52,pants,褲子；長褲,Your pants are cool.
howdy_2_all_units.csv,2,5,6,53,gray,灰色的,That snake is gray.
howdy_2_all_units.csv,2,5,7,54,jacket,夾克,My brother likes your jacket.
howdy_2_all_units.csv,2,5,8,55,brown,棕色的,I like your brown hat.
howdy_2_all_units.csv,2,5,9,56,slippers,拖鞋,Peter's slippers are orange.
howdy_2_all_units.csv,2,5,10,57,cute,可愛的,That baby is cute.
howdy_2_all_units.csv,2,5,11,58,raincoat,雨衣,Do you like his new raincoat?
howdy_2_all_units.csv,2,5,12,59,ugly,難看的,Her hair is ugly.
howdy_2_all_units.csv,2,6,1,60,papaya,木瓜,There are two papayas on the chair.
howdy_2_all_units.csv,2,6,2,61,pineapple,鳳梨,I want a pineapple for lunch.
howdy_2_all_units.csv,2,6,3,62,vegetables,蔬菜,I don't like vegetables.
howdy_2_all_units.csv,2,6,4,63,carrot,胡蘿蔔,My rabbit wants some carrots.
howdy_2_all_units.csv,2,6,5,64,onion,洋蔥,Onions are good for us.
howdy_2_all_units.csv,2,6,6,65,cabbage,高麗菜,Hi! I want a cabbage and two carrots.
howdy_2_all_units.csv,2,6,7,66,pumpkin,南瓜,There are two pumpkins on the table.
howdy_2_all_units.csv,2,6,8,67,watermelon,西瓜,There is a watermelon on the table.
howdy_2_all_units.csv,2,6,9,68,banana,香蕉,She wants a banana.
howdy_2_all_units.csv,2,6,10,69,guava,芭樂,There is a guava on the table.
howdy_2_all_units.csv,2,6,11,70,apple,蘋果,Sally wants two apples for lunch.
howdy_2_all_units.csv,2,6,12,71,orange,柳橙,There are some oranges in the box.
howdy_2_all_units.csv,2,6,13,72,pear,梨子,Do you want a pear or a guava?
howdy_2_all_units.csv,2,7,1,73,eye,眼,Ruby has pretty eyes.
howdy_2_all_units.csv,2,7,2,74,shoulder,肩膀,My dad has big shoulders.
howdy_2_all_units.csv,2,7,3,75,knee,膝蓋,Is your knee hurt?
howdy_2_all_units.csv,2,7,4,76,toe,腳趾,My doll has ten toes.
howdy_2_all_units.csv,2,7,5,77,finger,手指,Do you have five fingers?
howdy_2_all_units.csv,2,7,6,78,strong,強壯的,That boy is very strong.
howdy_2_all_units.csv,2,7,7,79,weak,虛弱的,That boy is weak.
howdy_2_all_units.csv,2,7,8,80,head,頭,Judy's head is big.
howdy_2_all_units.csv,2,7,9,81,hand,手,They have small hands.
howdy_2_all_units.csv,2,7,10,82,arm,手臂,Kelly's arms are not short.
howdy_2_all_units.csv,2,7,11,83,leg,腿,I have long legs.
howdy_2_all_units.csv,2,7,12,84,ear,耳朵,Tim has big ears.
howdy_2_all_units.csv,2,7,13,85,nose,鼻子,This monster has two noses.
howdy_2_all_units.csv,2,7,14,86,mouth,嘴巴,Sam's mouth is big.
howdy_2_all_units.csv,2,8,1,87,math,數學,I like math class.
howdy_2_all_units.csv,2,8,2,88,chinese,中文,Tim is in Chinese class now.
howdy_2_all_units.csv,2,8,3,89,music,音樂,Peter does not like music class.
howdy_2_all_units.csv,2,8,4,90,english,英文,Do you have English class today?
howdy_2_all_units.csv,2,8,5,91,art,美術,Music and art are fun.
howdy_2_all_units.csv,2,8,6,92,science,科學,Science class is cool.
howdy_2_all_units.csv,2,8,7,93,monday,星期一,I dance on Mondays.
howdy_2_all_units.csv,2,8,8,94,tuesday,星期二,Lynn swims on Tuesdays.
howdy_2_all_units.csv,2,8,9,95,wednesday,星期三,What do you do on Wednesday?
howdy_2_all_units.csv,2,8,10,96,thursday,星期四,Grace plays the piano on Thursdays.
howdy_2_all_units.csv,2,8,11,97,friday,星期五,Lynn has music class on Fridays.
howdy_2_all_units.csv,2,8,12,98,saturday,星期六,Today is Saturday.
howdy_2_all_units.csv,2,8,13,99,sunday,星期日,I swim on Sundays.
howdy_3_all_units.csv,3,1,1,1,cold,冷的,It's cold today.
howdy_3_all_units.csv,3,1,2,2,freezing,冰凍的,It is freezing cold today.
howdy_3_all_units.csv,3,1,3,3,july,七月,The seventh month of the year is July.
howdy_3_all_units.csv,3,1,4,4,august,八月,The weather in August is hot.
howdy_3_all_units.csv,3,1,5,5,september,九月,It's cool in September.
howdy_3_all_units.csv,3,1,6,6,october,十月,October is my favorite month.
howdy_3_all_units.csv,3,1,7,7,november,十一月,My birthday is in November.
howdy_3_all_units.csv,3,1,8,8,december,十二月,Christmas is in December.
howdy_3_all_units.csv,3,1,9,9,january,一月,The weather in January is freezing.
howdy_3_all_units.csv,3,1,10,10,february,二月,February is the second month of the year.
howdy_3_all_units.csv,3,1,11,11,march,三月,It's windy in March here.
howdy_3_all_units.csv,3,1,12,12,april,四月,In Taiwan it rains in April.
howdy_3_all_units.csv,3,1,13,13,may,五月,May is a warm month.
howdy_3_all_units.csv,3,1,14,14,june,六月,It's hot in June.
howdy_3_all_units.csv,3,1,15,15,hot,熱的,It's hot today.
howdy_3_all_units.csv,3,1,16,16,warm,溫暖的,It's warm today.
howdy_3_all_units.csv,3,2,1,17,one hundred,一百,I can count to one hundred.
howdy_3_all_units.csv,3,2,2,18,dollar,一元,This is one dollar.
howdy_3_all_units.csv,3,2,3,19,expensive,昂貴的,The cake is too expensive.
howdy_3_all_units.csv,3,2,4,20,cheap,便宜的,This red sweater is cheap.
howdy_3_all_units.csv,3,2,5,21,thirty,三十,The pants are thirty dollars.
howdy_3_all_units.csv,3,2,6,22,forty,四十,There are forty students in the classroom.
howdy_3_all_units.csv,3,2,7,23,fifty,五十,We only have fifty dollars.
howdy_3_all_units.csv,3,2,8,24,sixty,六十,The game is sixty dollars.
howdy_3_all_units.csv,3,2,9,25,seventy,七十,Grandma is seventy years old.
howdy_3_all_units.csv,3,2,10,26,eighty,八十,The robot is eighty colors.
howdy_3_all_units.csv,3,2,11,27,ninety,九十,Grandpa is ninety years old.
howdy_3_all_units.csv,3,3,1,28,france,法國,My favorite country is France.
howdy_3_all_units.csv,3,3,2,29,australia,澳洲,It's cold in July in Australia.
howdy_3_all_units.csv,3,3,3,30,telephone,電話,What is your telephone number?
howdy_3_all_units.csv,3,3,4,31,cell phone,手機,I want a cell phone for my birthday.
howdy_3_all_units.csv,3,3,5,32,number,號碼,What's your room number?
howdy_3_all_units.csv,3,3,6,33,friend,朋友,They are good friends.
howdy_3_all_units.csv,3,3,7,34,taiwan,台灣,They are from Taiwan.
howdy_3_all_units.csv,3,3,8,35,china,中國,Hsiao-Ming is from China.
howdy_3_all_units.csv,3,3,9,36,korea,韓國,Korea is next to China.
howdy_3_all_units.csv,3,3,10,37,japan,日本,Japan is a beautiful country.
howdy_3_all_units.csv,3,3,11,38,the us,美國,My new friend is from the US.
howdy_3_all_units.csv,3,3,12,39,the uk,英國,Her teacher is from the UK.
howdy_3_all_units.csv,3,4,1,40,twenty-sixth,二十六,The play is on October twenty-sixth.
howdy_3_all_units.csv,3,4,2,41,twenty-seventh,二十七,Today is April twenty-seventh.
howdy_3_all_units.csv,3,4,3,42,twenty-eighth,二十八,They don't have school on the twenty-eighth.
howdy_3_all_units.csv,3,4,4,43,twenty-ninth,二十九,He has art class on July twenty-ninth.
howdy_3_all_units.csv,3,4,5,44,thirtieth,三十,Tom's birthday is on May thirtieth.
howdy_3_all_units.csv,3,4,6,45,twenty-first,二十一,The music show is on May twenty-first.
howdy_3_all_units.csv,3,4,7,46,twenty-second,二十二,I have a math test on the twenty-second.
howdy_3_all_units.csv,3,4,8,47,twenty-third,二十三,Today is August twenty-third.
howdy_3_all_units.csv,3,4,9,48,twenty-fourth,二十四,Tomorrow is April twenty-fourth.
howdy_3_all_units.csv,3,4,10,49,twenty-fifth,二十五,Matt's birthday is on March twenty-fifth.
howdy_3_all_units.csv,3,5,1,50,apple pie,蘋果派,May we have two apple pie?
howdy_3_all_units.csv,3,5,2,51,cookie,餅乾,You may eat a cookie now.
howdy_3_all_units.csv,3,5,3,52,eat,吃,I want to eat a sandwich.
howdy_3_all_units.csv,3,5,4,53,watch,看,Johnny wants to watch TV.
howdy_3_all_units.csv,3,5,5,54,buy,買,Amy wants to buy a book.
howdy_3_all_units.csv,3,5,6,55,go,去,They go to the bank every morning.
howdy_3_all_units.csv,3,5,7,56,hamburger,漢堡,Can I have a hamburger?
howdy_3_all_units.csv,3,5,8,57,chicken nuggets,雞塊,May I have some chicken nuggets please?
howdy_3_all_units.csv,3,5,9,58,hot dog,熱狗,We have hot dogs for lunch.
howdy_3_all_units.csv,3,5,10,59,salad,沙拉,Mom makes a fresh salad every day.
howdy_3_all_units.csv,3,5,11,60,sandwiches,三明治,May I have two sandwiches?
howdy_3_all_units.csv,3,5,12,61,pancakes,鬆餅,Ted likes to eat pancakes.
howdy_3_all_units.csv,3,6,1,62,milk,牛奶,Yuma wants some milk.
howdy_3_all_units.csv,3,6,2,63,water,水,I'm thirsty. I want some water.
howdy_3_all_units.csv,3,6,3,64,cake,蛋糕,We have an orange cake.
howdy_3_all_units.csv,3,6,4,65,pizza,披薩,Do you want some pizza?
howdy_3_all_units.csv,3,6,5,66,cereal,麥片,Joe wants some cereal.
howdy_3_all_units.csv,3,6,6,67,meat,肉,Linda likes to eat meat.
howdy_3_all_units.csv,3,6,7,68,rice,米飯,Do you want some rice?
howdy_3_all_units.csv,3,6,8,69,fish,魚,May I have some fish?
howdy_3_all_units.csv,3,6,9,70,soup,湯,I want some soup for dinner.
howdy_3_all_units.csv,3,6,10,71,bread,麵包,Do they want some bread?
howdy_3_all_units.csv,3,6,11,72,tea,茶,Can I have some tea too?
howdy_3_all_units.csv,3,6,12,73,juice,果汁,Do you want some juice?
howdy_3_all_units.csv,3,7,1,74,go home,回家,It's 4:30. It's time to go home.
howdy_3_all_units.csv,3,7,2,75,go to bed,上床睡覺,It's time to go to bed.
howdy_3_all_units.csv,3,7,3,76,basketball,籃球,I like to play basketball.
howdy_3_all_units.csv,3,7,4,77,soccer,足球,My favorite sport is soccer.
howdy_3_all_units.csv,3,7,5,78,volleyball,排球,We love volleyball today.
howdy_3_all_units.csv,3,7,6,79,baseball,棒球,They want to play baseball.
howdy_3_all_units.csv,3,7,7,80,breakfast,早餐,It's time for breakfast.
howdy_3_all_units.csv,3,7,8,81,lunch,午餐,Shelly is very hungry. She wants a big lunch.
howdy_3_all_units.csv,3,7,9,82,snack,點心,What do you want for a snack?
howdy_3_all_units.csv,3,7,10,83,dinner,晚餐,May eats dinner at 6:30.
howdy_3_all_units.csv,3,7,11,84,get up,起床,Lisa wake up. It's time to get up.
howdy_3_all_units.csv,3,7,12,85,go to school,上學去,It's 7:45. It's time to go to school.
howdy_3_all_units.csv,3,8,1,86,read,讀,Ken likes to read books.
howdy_3_all_units.csv,3,8,2,87,study,讀書,Mia and Ann are studying at the library.
howdy_3_all_units.csv,3,8,3,88,draw,畫,Jenny can draw very well.
howdy_3_all_units.csv,3,8,4,89,color,顏色,I want to color some pictures.
howdy_3_all_units.csv,3,8,5,90,write,寫,Kate likes to write stories.
howdy_3_all_units.csv,3,8,6,91,make,做,My sister can make sandwiches.
howdy_3_all_units.csv,3,8,7,92,ride,騎,Ben rides his bike to school.
howdy_3_all_units.csv,3,8,8,93,do,做,It's time to do your homework.
howdy_3_all_units.csv,3,8,9,94,call,打電話,I want to call my friend.
howdy_3_all_units.csv,3,8,10,95,drink,喝,I like to drink water.
howdy_3_all_units.csv,3,8,11,96,wash,洗,Dad washes his car on Sundays.
howdy_3_all_units.csv,3,8,12,97,play,玩,We like to play in the park.
howdy_4_all_units.csv,4,1,1,1,sports,運動,I like to play sports with my friends.
howdy_4_all_units.csv,4,1,2,2,golf,高爾夫球,Sue likes to play golf.
howdy_4_all_units.csv,4,1,3,3,football,美式足球,My brother likes to play football with his friends.
howdy_4_all_units.csv,4,1,4,4,table tennis,桌球,My sister likes to play table tennis.
howdy_4_all_units.csv,4,1,5,5,badminton,羽球,I want to play badminton with my brother.
howdy_4_all_units.csv,4,1,6,6,tennis,網球,I want to play tennis on Sunday.
howdy_4_all_units.csv,4,1,7,7,dodge ball,躲避球,We play dodge ball with our school friends.
howdy_4_all_units.csv,4,1,8,8,softball,壘球,I like to play softball.
howdy_4_all_units.csv,4,1,9,9,swing,鞦韆,Ivy wants to play on the swings with me.
howdy_4_all_units.csv,4,1,10,10,seesaw,蹺蹺板,I don't like to play on the seesaw.
howdy_4_all_units.csv,4,1,11,11,slide,溜滑梯,Let's play on the slide.
howdy_4_all_units.csv,4,1,12,12,jungle gym,攀爬架,They like to play on the jungle gym.
howdy_4_all_units.csv,4,2,1,13,waiter,男服務生,The man is a waiter.
howdy_4_all_units.csv,4,2,2,14,waitress,女服務生,That girl is a waitress.
howdy_4_all_units.csv,4,2,3,15,nurse,護士,My mom is a nurse.
howdy_4_all_units.csv,4,2,4,16,police officer,警察,He is a nice police officer.
howdy_4_all_units.csv,4,2,5,17,mail carrier,郵差,My uncle is a mail carrier.
howdy_4_all_units.csv,4,2,6,18,teacher,老師,I like my teacher.
howdy_4_all_units.csv,4,2,7,19,bank clerk,銀行行員,I am a bank clerk.
howdy_4_all_units.csv,4,2,8,20,shopkeeper,店長,The shopkeeper is cool.
howdy_4_all_units.csv,4,2,9,21,salesperson,業務員,Danny is a salesperson.
howdy_4_all_units.csv,4,2,10,22,restaurant,餐廳,Emily's sister works in a restaurant.
howdy_4_all_units.csv,4,2,11,23,shop,商店,My brother works in a shop.
howdy_4_all_units.csv,4,2,12,24,hospital,醫院,My grandpa is in the hospital.
