source_file,howdy_level,unit,unit_item_order,sequence_in_source,answer_text,definition_zh,prompt_en
howdy_4_all_units.csv,4,2,13,25,police station,警察局,The police station is next to the bank.
howdy_4_all_units.csv,4,3,1,26,peach,桃子,I like to eat peaches.
howdy_4_all_units.csv,4,3,2,27,tangerine,橘子,I want to eat a tangerine.
howdy_4_all_units.csv,4,3,3,28,scarf,圍巾,I wear a scarf in winter.
howdy_4_all_units.csv,4,3,4,29,skirt,裙子,Your skirt is cute.
howdy_4_all_units.csv,4,3,5,30,wear,穿,I like to wear dresses in the summer.
howdy_4_all_units.csv,4,3,6,31,usually,通常,I usually wear jeans in the fall.
howdy_4_all_units.csv,4,3,7,33,sometimes,有時候,She sometimes drinks juice in the winter.
howdy_4_all_units.csv,4,3,8,34,spring,春天,I like spring. It's cool.
howdy_4_all_units.csv,4,3,9,35,summer,夏天,My brother likes to swim in the summer.
howdy_4_all_units.csv,4,3,10,36,autumn,秋天,I like to play in the autumn.
howdy_4_all_units.csv,4,3,11,37,winter,冬天,It's cold in the winter here.
howdy_4_all_units.csv,4,3,12,38,strawberry,草莓,Grandma likes to eat strawberries.
howdy_4_all_units.csv,4,3,13,39,mango,芒果,Tim likes to eat mangoes in the summer.
howdy_4_all_units.csv,4,4,1,40,school bus,校車,Ken usually goes to school by school bus.
howdy_4_all_units.csv,4,4,2,41,car,汽車,Tom goes to work by car.
howdy_4_all_units.csv,4,4,3,42,scooter,滑板車,I like your scooter.
howdy_4_all_units.csv,4,4,4,43,train,火車,Lynn sometimes goes home by train.
howdy_4_all_units.csv,4,4,5,44,bus,公車,I always go to the bookstore by bus.
howdy_4_all_units.csv,4,4,6,45,motorcycle,機車,My friend likes to ride his motorcycle.
howdy_4_all_units.csv,4,4,7,46,subway,地鐵,Peggy goes to work by subway.
howdy_4_all_units.csv,4,4,8,47,walk,走路,My dad walks to work.
howdy_4_all_units.csv,4,4,9,48,boat,船,That boat is big.
howdy_4_all_units.csv,4,4,10,49,taxi,計程車,They usually go to the airport by taxi.
howdy_4_all_units.csv,4,4,11,50,always,總是,I always play tennis with my friends after school.
howdy_4_all_units.csv,4,4,12,51,never,從不,Mr. Wang never goes to work by bus.
howdy_4_all_units.csv,4,5,1,52,year,年,My cousin comes to visit us every year.
howdy_4_all_units.csv,4,5,2,53,month,月,She wears this dress once a month.
howdy_4_all_units.csv,4,5,3,54,week,週,I go to art class twice a week.
howdy_4_all_units.csv,4,5,4,55,once,一次,We play soccer once a week.
howdy_4_all_units.csv,4,5,5,56,twice,兩次,We play badminton twice a month.
howdy_4_all_units.csv,4,5,6,57,seldom,很少,We seldom play tennis.
howdy_4_all_units.csv,4,5,7,58,often,經常,We often play tennis in the garden.
howdy_4_all_units.csv,4,5,8,59,grandparents,祖父母,Stephanie always visits her grandparents in the spring.
howdy_4_all_units.csv,4,5,9,60,uncle,叔叔,My uncle is a police officer.
howdy_4_all_units.csv,4,5,10,61,aunt,姑姑,Her aunt is a nurse.
howdy_4_all_units.csv,4,5,11,62,cousin,表親,I often visit my cousins on Sundays.
howdy_4_all_units.csv,4,5,12,63,relatives,親戚,I have nice relatives.
howdy_4_all_units.csv,4,5,13,64,visit,探訪,My uncle will visit me next summer.
howdy_4_all_units.csv,4,6,1,65,first,首先,First we wash the dog.
howdy_4_all_units.csv,4,6,2,66,next,接下來,Next we use a towel.
howdy_4_all_units.csv,4,6,3,67,then,然後,Then we brush his hair.
howdy_4_all_units.csv,4,6,4,68,finally,最後,Finally we brush his teeth.
howdy_4_all_units.csv,4,6,5,69,brush,刷,I brush my teeth three times a day.
howdy_4_all_units.csv,4,6,6,70,comb,梳,Maggie combs her hair every morning.
howdy_4_all_units.csv,4,6,7,71,wash,洗,Emma washes her face once a day.
howdy_4_all_units.csv,4,6,8,72,cut,剪,I cut my nails once a week.
howdy_4_all_units.csv,4,6,9,73,shampoo,洗髮乳,We shampoo our hair every day.
howdy_4_all_units.csv,4,6,10,74,take a shower,洗澡,I take a shower twice a day.
howdy_4_all_units.csv,4,7,1,75,sweep the floor,掃地,I love to sweep the floor once a week.
howdy_4_all_units.csv,4,7,2,76,take out the trash,倒垃圾,He has to take out the trash today.
howdy_4_all_units.csv,4,7,3,77,clean my room,清理房間,I need to clean my room before dinner.
howdy_4_all_units.csv,4,7,4,78,set the table,擺餐具,I set the table every day.
howdy_4_all_units.csv,4,7,5,79,wash the dishes,洗碗,Lucy needs to wash the dishes after dinner.
howdy_4_all_units.csv,4,7,6,80,feed the dog every day,餵狗,Sam has to feed the dog every day.
howdy_4_all_units.csv,4,7,7,81,make the bed,整理床鋪,Mom wants us to make the bed every morning.
howdy_4_all_units.csv,4,7,8,82,mop the floor,拖地,We have to mop the floor tonight.
howdy_4_all_units.csv,4,8,1,83,on the left of,在左邊,Put the spoon on the left of the plate please.
howdy_4_all_units.csv,4,8,2,84,on the right of,在右邊,The spoon is on the right of the plate.
howdy_4_all_units.csv,4,8,3,85,bowl,碗,Put the bowl on the table please.
howdy_4_all_units.csv,4,8,4,86,chopsticks,筷子,I use chopsticks to eat noodles.
howdy_4_all_units.csv,4,8,5,87,knife,刀子,Mindy uses a knife and fork to eat.
howdy_4_all_units.csv,4,8,6,88,glass,杯子,"I want a glass of water, please."
howdy_4_all_units.csv,4,8,7,89,plate,盤子,Your plate is on the table.
howdy_4_all_units.csv,4,8,8,90,napkin,餐巾紙,The napkin is on the plate.
howdy_4_all_units.csv,4,8,9,91,spoon,湯匙,Please put the spoon on the plate.
howdy_4_all_units.csv,4,8,10,92,fork,叉子,I want a fork thanks.
howdy_4_all_units.csv,4,8,11,93,in front of,在前面,Jane is in front of Alice.
howdy_4_all_units.csv,4,8,12,94,between,在之間,Rosa is between Ann and Kobe.
howdy_5_all_units.csv,5,1,1,1,farm,農場,The farm is very big.
howdy_5_all_units.csv,5,1,2,2,animal,動物,There are many animals here.
howdy_5_all_units.csv,5,1,3,3,pig,豬,Look at that pig. It has a big nose.
howdy_5_all_units.csv,5,1,4,4,goat,山羊,I feed the goat twice a day.
howdy_5_all_units.csv,5,1,5,5,horse,馬,The horse is running fast.
howdy_5_all_units.csv,5,1,6,6,cow,乳牛,The cow is eating grass.
howdy_5_all_units.csv,5,1,7,7,mouse,老鼠,Look! There is a mouse.
howdy_5_all_units.csv,5,1,8,8,chicken,雞,The chicken is running on the farm.
howdy_5_all_units.csv,5,1,9,9,duck,鴨,I can see two ducks.
howdy_5_all_units.csv,5,1,10,10,sheep,羊,There is a sheep on the farm.
howdy_5_all_units.csv,5,1,11,11,bee,蜜蜂,The bee is yellow and black.
howdy_5_all_units.csv,5,1,12,12,mosquito,蚊子,The mosquito is very small.
howdy_5_all_units.csv,5,1,13,13,pond,池塘,There is a pond on the farm.
howdy_5_all_units.csv,5,1,14,14,fly,飛,Superspider likes to fly.
howdy_5_all_units.csv,5,1,15,15,hear,聽,I can hear the music.
howdy_5_all_units.csv,5,1,16,16,fence,柵欄,I can see a tall fence.
howdy_5_all_units.csv,5,1,17,17,field,田野,Lucy is running in the field.
howdy_5_all_units.csv,5,1,18,18,grass,草,A dog is sleeping on the grass.
howdy_5_all_units.csv,5,1,19,19,beautiful,美麗的,Amy is very beautiful.
howdy_5_all_units.csv,5,2,1,20,pilot,飛行員,My father is a pilot.
howdy_5_all_units.csv,5,2,2,21,farmer,農夫,Howard's grandpa is a farmer.
howdy_5_all_units.csv,5,2,3,22,chef,廚師,Matt is a chef. He cooks well.
howdy_5_all_units.csv,5,2,4,23,monster,怪物,There's a monster behind us!
howdy_5_all_units.csv,5,2,5,24,clothes,衣服,These are Milly's new clothes.
howdy_5_all_units.csv,5,2,6,25,uniform,制服,I'm wearing the school uniform.
howdy_5_all_units.csv,5,2,7,26,jeans,牛仔褲,Look at my new jeans.
howdy_5_all_units.csv,5,2,8,27,dress,洋裝,Mina's dress is very expensive.
howdy_5_all_units.csv,5,2,9,28,mask,面具,Look! Lynn is wearing a mask.
howdy_5_all_units.csv,5,2,10,29,hold,握著,Tim is holding a mug.
howdy_5_all_units.csv,5,2,11,30,fisherman,漁夫,Is your grandpa a fisherman?
howdy_5_all_units.csv,5,2,12,31,driver,司機,My father is a taxi driver.
howdy_5_all_units.csv,5,2,13,32,drive,開車,My mom drives me to school every day.
howdy_5_all_units.csv,5,2,14,33,cook,烹飪,My grandma cooks great food.
howdy_5_all_units.csv,5,2,15,34,catch,抓住；接住,I can catch the bug.
howdy_5_all_units.csv,5,2,16,35,magician,魔術師,There is a magician at the party.
howdy_5_all_units.csv,5,2,17,36,trick,戲法；特技,My dog knows a few tricks.
howdy_5_all_units.csv,5,2,18,37,apron,圍裙,Ann washes her apron every day.
howdy_5_all_units.csv,5,2,19,38,happy,高興的,We are very happy today.
howdy_5_all_units.csv,5,3,1,39,rock,石頭,Look at those huge rocks!
howdy_5_all_units.csv,5,3,2,40,tree,樹,These trees are very old.
howdy_5_all_units.csv,5,3,3,41,woods,樹林,Their house is next to the woods.
howdy_5_all_units.csv,5,3,4,42,hill,山丘,Let's run to the top of the hill!
howdy_5_all_units.csv,5,3,5,43,mountains,山,The mountains are so pretty.
howdy_5_all_units.csv,5,3,6,44,lake,湖,Let's go to the lake!
howdy_5_all_units.csv,5,3,7,45,river,河,This river is very clean.
howdy_5_all_units.csv,5,3,8,46,waterfall,瀑布,This waterfall is very high!
howdy_5_all_units.csv,5,3,9,47,fox,狐狸,There's a fox in the woods.
howdy_5_all_units.csv,5,3,10,48,deer,鹿,There is a deer next to the lake.
howdy_5_all_units.csv,5,3,11,49,bridge,橋,Lynn is walking over the bridge.
howdy_5_all_units.csv,5,3,12,50,map,地圖,We can find the US on the map.
howdy_5_all_units.csv,5,3,13,51,path,小徑,Sam is walking on the path.
howdy_5_all_units.csv,5,3,14,52,over,越過,Lucy is jumping over that rock.
howdy_5_all_units.csv,5,3,15,53,through,穿過,Tim is walking through the park.
howdy_5_all_units.csv,5,3,16,54,cave,洞穴,Let's go into the cave.
howdy_5_all_units.csv,5,3,17,55,log,木頭；原木,Let's sit on that log.
howdy_5_all_units.csv,5,3,18,56,bush,矮樹叢,Is there a fox behind the bush?
howdy_5_all_units.csv,5,3,19,57,owl,貓頭鷹,I can hear an owl.
howdy_5_all_units.csv,5,3,20,58,stream,小河；溪流,It's so hot. Let's play in the stream.
howdy_5_all_units.csv,5,4,1,59,truck,卡車,He is driving his old truck.
howdy_5_all_units.csv,5,4,2,60,helicopter,直升機,There's a helicopter above the tree.
howdy_5_all_units.csv,5,4,3,61,race,賽跑；比賽,Do you want to run a race with me?
howdy_5_all_units.csv,5,4,4,62,win,贏,Frank is winning the race!
howdy_5_all_units.csv,5,4,5,63,inside,裡面,It's so hot. Let's go inside.
howdy_5_all_units.csv,5,4,6,64,outside,外面,The dog wants to play outside.
howdy_5_all_units.csv,5,4,7,65,into,進入...,May is going into the house.
howdy_5_all_units.csv,5,4,8,66,out of,從...離開,Sam is running out of the house.
howdy_5_all_units.csv,5,4,9,67,up,往上,Elsa is walking up the hill.
howdy_5_all_units.csv,5,4,10,68,down,往下,Joe is running down the hill.
howdy_5_all_units.csv,5,4,11,69,box,盒子,The pens are in the box.
howdy_5_all_units.csv,5,4,12,70,bucket,桶子,Put some water in the bucket.
howdy_5_all_units.csv,5,4,13,71,jar,罐子,There is some candy in the jar.
howdy_5_all_units.csv,5,4,14,72,above,上方,The bee is flying above the flower.
howdy_5_all_units.csv,5,4,15,73,around,周圍,Mosquitoes are flying around the room.
howdy_5_all_units.csv,5,4,16,74,house,房子,It's my uncle's house.
howdy_5_all_units.csv,5,4,17,75,super,超級的；極好的,I like this game. It's super!
howdy_5_all_units.csv,5,5,1,76,lemon,檸檬,This lemon tastes sour.
howdy_5_all_units.csv,5,5,2,77,taste,嚐,This soup tastes really good.
howdy_5_all_units.csv,5,5,3,78,smell,聞,These flowers smell so good!
howdy_5_all_units.csv,5,5,4,79,feel,感覺,The plant feels really hard.
howdy_5_all_units.csv,5,5,5,80,sweet,甜的,This lollipop tastes sweet.
howdy_5_all_units.csv,5,5,6,81,sour,酸的,Does this lemon taste sour?
howdy_5_all_units.csv,5,5,7,82,soft,柔軟的,The sofa feels soft.
howdy_5_all_units.csv,5,5,8,83,hard,硬的,The rock is very hard.
howdy_5_all_units.csv,5,5,9,84,good,好的,This book is really good.
howdy_5_all_units.csv,5,5,10,85,bad,壞的,Don't eat the soup. It smells bad.
howdy_5_all_units.csv,5,5,11,86,french fries,薯條,Can I have some French fries?
howdy_5_all_units.csv,5,5,12,87,jam,果醬,How does the jam taste?
howdy_5_all_units.csv,5,5,13,88,delicious,美味的,This pizza is delicious.
howdy_5_all_units.csv,5,5,14,89,terrible,糟糕的,The trash smells terrible.
howdy_5_all_units.csv,5,5,15,90,sticky,黏的,My fingers are sticky.
howdy_5_all_units.csv,5,5,16,91,fresh,新鮮的,This fish is really fresh.
howdy_5_all_units.csv,5,5,17,92,rotten,腐敗的；腐爛的,Those eggs are rotten.
howdy_5_all_units.csv,5,5,18,93,smooth,（表面）光滑的,This table is really smooth.
howdy_5_all_units.csv,5,5,19,94,rough,粗糙的,This chair feels rough.
howdy_5_all_units.csv,5,6,1,95,butter,牛油,Do we have any butter?
howdy_5_all_units.csv,5,6,2,96,salt,鹽巴,Put some salt on the potatoes.
howdy_5_all_units.csv,5,6,3,97,sugar,糖,There is some sugar on the table.
howdy_5_all_units.csv,5,6,4,98,egg,蛋,Put the egg in the pan.
howdy_5_all_units.csv,5,6,5,99,flour,麵粉,I want some flour to make cookies.
howdy_5_all_units.csv,5,6,6,100,help,幫助,Can we help?
howdy_5_all_units.csv,5,6,7,101,move,移動,Don't move. We will help you.
howdy_5_all_units.csv,5,6,8,102,get,拿取,Can you get the sugar?
howdy_5_all_units.csv,5,6,9,103,touch,觸；碰,Don't touch the pan. It is hot.
howdy_5_all_units.csv,5,6,10,104,add,加；增添,Now add some salt.
howdy_5_all_units.csv,5,6,11,105,refrigerator,冰箱,The eggs are in the refrigerator.
howdy_5_all_units.csv,5,6,12,106,oven,烤箱,Put the pie in the oven.
howdy_5_all_units.csv,5,6,13,107,cupboard,碗櫃；櫥櫃,There are cookies in the cupboard.
howdy_5_all_units.csv,5,6,14,108,open,打開,Please open the door.
howdy_5_all_units.csv,5,6,15,109,close,關起來,Please close the door.
howdy_5_all_units.csv,5,6,16,110,peel,削皮,Can you peel the apples please?
howdy_5_all_units.csv,5,6,17,111,net,網子,Tim has a fish in his net!
howdy_5_all_units.csv,5,6,18,112,pie pan,派盤,Please put the pie pan here.
howdy_5_all_units.csv,5,7,1,113,hike,健行,Hiking is fun! I love it.
howdy_5_all_units.csv,5,7,2,114,camp,露營,Ted likes camping in the woods.
howdy_5_all_units.csv,5,7,3,115,fish,釣魚,He is fishing by the river.
howdy_5_all_units.csv,5,7,4,116,sail,航行,Sailing on the lake is fun.
howdy_5_all_units.csv,5,7,5,117,easy,簡單的,This game is easy.
howdy_5_all_units.csv,5,7,6,118,difficult,困難的,This game is difficult. I can't do it.
howdy_5_all_units.csv,5,7,7,119,exciting,刺激的,Is sailing exciting? Yes it is.
howdy_5_all_units.csv,5,7,8,120,interesting,有趣的,This book is interesting.
howdy_5_all_units.csv,5,7,9,121,dangerous,危險,It's dangerous to swim here.
howdy_5_all_units.csv,5,7,10,122,safe,安全的,This path is safe for hiking.
howdy_5_all_units.csv,5,7,11,123,sailor,水手,There is a sailor on the boat.
howdy_5_all_units.csv,5,7,12,124,barbecue,烤肉,Let's have a barbecue!
howdy_5_all_units.csv,5,7,13,125,ready,準備好的,They are ready to run.
howdy_5_all_units.csv,5,7,14,126,love,愛,I love my doll.
howdy_5_all_units.csv,5,7,15,127,enjoy,享受,We enjoy hiking in the mountains.
howdy_5_all_units.csv,5,8,1,128,jobs,工作,Al Ken and Jean have different jobs.
howdy_5_all_units.csv,5,8,2,129,singer,歌手,My aunt is a great singer.
howdy_5_all_units.csv,5,8,3,130,reporter,記者,Ian wants to be a reporter.
howdy_5_all_units.csv,5,8,4,131,scientist,科學家,Tom's father is a scientist.
howdy_5_all_units.csv,5,8,5,132,musicians,音樂家,Those musicians can play very well.
howdy_5_all_units.csv,5,8,6,133,cowgirl / cowboy,女 / 男牛仔,Is Peter a cowboy?
howdy_5_all_units.csv,5,8,7,135,hairdresser,髮型師,Let's go to the hairdresser today.
howdy_5_all_units.csv,5,8,8,136,teach,教學,My mom teaches at our school.
howdy_5_all_units.csv,5,8,9,137,say,說,What are you saying? I can't hear you.
howdy_5_all_units.csv,5,8,10,138,report,播報,Ed's father reports the weather.
howdy_5_all_units.csv,5,8,11,139,fix,修理,My dad fixes cars.
howdy_5_all_units.csv,5,8,12,140,mechanic,技工,Let's take the car to the mechanic.
howdy_5_all_units.csv,5,8,13,141,model,模特兒,Lillian wants to be a model.
howdy_5_all_units.csv,5,8,14,142,clean,乾淨的,Danny's hands are very clean.
howdy_5_all_units.csv,5,8,15,143,dirty,髒的,Your hands are dirty. Please wash them.
howdy_6_all_units.csv,6,1,1,1,comic book,漫畫書,Ed likes to read comic books.
howdy_6_all_units.csv,6,1,2,2,amusement park,遊樂園,My family is going to an amusement park tomorrow.
howdy_6_all_units.csv,6,1,3,3,weekend,週末,Emily is going camping with friends this weekend.
howdy_6_all_units.csv,6,1,4,4,meet,遇見；會面,Let's meet at the zoo tomorrow.
howdy_6_all_units.csv,6,1,5,5,borrow,借,Can I borrow these books?
howdy_6_all_units.csv,6,1,6,6,exercise,運動；練習,We love to exercise.
howdy_6_all_units.csv,6,1,7,7,come,來,Please come with me.
howdy_6_all_units.csv,6,1,8,8,tell,告訴；說,Please tell your dad to call me.
howdy_6_all_units.csv,6,1,9,9,tomorrow,明天,Goodbye. See you tomorrow.
howdy_6_all_units.csv,6,1,10,10,later,較晚地；以後,See you later.
howdy_6_all_units.csv,6,1,11,11,museum,博物館,They are going to the museum by train.
howdy_6_all_units.csv,6,1,12,12,sea,海,Sailing on the sea is exciting.
howdy_6_all_units.csv,6,1,13,13,dinosaur,恐龍,I want to learn about dinosaurs.
howdy_6_all_units.csv,6,1,14,14,dolphin,海豚,Dolphins are smart animals.
howdy_6_all_units.csv,6,1,15,15,killer whale,殺人鯨,The killer whale show was cool.
howdy_6_all_units.csv,6,1,16,16,everyone,每人；人人,Everyone is studying at the library for the final exam.
howdy_6_all_units.csv,6,1,17,17,field trip,戶外教學,The field trip is on Tuesday.
howdy_6_all_units.csv,6,1,18,18,wonderful,精彩的,This soccer game is wonderful.
howdy_6_all_units.csv,6,1,19,19,ferris wheel,摩天輪,There is a huge Ferris wheel at the new amusement park.
howdy_6_all_units.csv,6,1,20,20,roller coaster,雲霄飛車,My sister doesn't like to go on the roller coaster.
howdy_6_all_units.csv,6,2,1,21,student,學生,There are 16 students in my English class.
howdy_6_all_units.csv,6,2,2,22,shark,鯊魚,The toy sharks are so cool!
howdy_6_all_units.csv,6,2,3,23,whale,鯨魚,That blue whale is huge.
howdy_6_all_units.csv,6,2,4,24,seal,海豹,We can see seals at Aqua Park.
howdy_6_all_units.csv,6,2,5,25,sea turtle,海龜,Sea turtles can swim.
howdy_6_all_units.csv,6,2,6,26,octopus,章魚,What color are the octopuses?
howdy_6_all_units.csv,6,2,7,27,squid,烏賊,What do squids like to eat?
howdy_6_all_units.csv,6,2,8,28,penguin,企鵝,Penguins can't fly.
howdy_6_all_units.csv,6,2,9,29,land,陸地,Some crabs live on the land.
howdy_6_all_units.csv,6,2,10,30,island,島,Is Aqua Park on an island?
howdy_6_all_units.csv,6,2,11,31,ticket,票,May I have two tickets please?
howdy_6_all_units.csv,6,2,12,32,sale,拍賣；出售,Those dresses are on sale.
howdy_6_all_units.csv,6,2,13,33,sell,賣,Ben is going to sell orange cakes at his restaurant.
howdy_6_all_units.csv,6,2,14,34,bake,烘焙,Grandma likes to bake cookies.
howdy_6_all_units.csv,6,2,15,35,more,更多的,Kitty wants more candy.
howdy_6_all_units.csv,6,3,1,36,dessert,甜點,Eva wants to have strawberry ice cream for dessert.
howdy_6_all_units.csv,6,3,2,37,doughnuts,甜甜圈,Mom's doughnuts are tasty.
howdy_6_all_units.csv,6,3,3,38,cream bun,奶油麵包,Ed sometimes has a cream bun for a snack.
howdy_6_all_units.csv,6,3,4,39,moon cake,月餅,Dad likes to eat moon cakes.
howdy_6_all_units.csv,6,3,5,40,candy bar,條（塊）狀糖果,Chocolate candy bars are my favorite dessert.
howdy_6_all_units.csv,6,3,6,41,chocolate,巧克力,May I have some chocolate?
howdy_6_all_units.csv,6,3,7,42,start,開始,The race is going to start soon.
howdy_6_all_units.csv,6,3,8,43,finish,完成,When will the game finish?
howdy_6_all_units.csv,6,3,9,44,large,大的；多數的,Baking a large cake is difficult.
howdy_6_all_units.csv,6,3,10,45,favorite,最愛的人或物,Which toy is your favorite?
howdy_6_all_units.csv,6,3,11,46,food,食物,I'll buy some food for dinner.
howdy_6_all_units.csv,6,3,12,47,drink(s),飲品,Please get some drinks for us.
howdy_6_all_units.csv,6,3,13,48,price,價格；價錢,I like this hat. What's the price?
howdy_6_all_units.csv,6,3,14,49,popcorn,爆米花,I like to eat popcorn with Coke.
howdy_6_all_units.csv,6,3,15,50,toast,吐司,We often eat toast with jam.
howdy_6_all_units.csv,6,3,16,51,milkshake,奶昔,My favorite drink is a milkshake.
howdy_6_all_units.csv,6,3,17,52,soda,汽水,Soda is not good for our teeth.
howdy_6_all_units.csv,6,3,18,53,candy,糖果,The candy is sweet and sour.
howdy_6_all_units.csv,6,4,1,54,question,問題,Can I ask you a question?
howdy_6_all_units.csv,6,4,2,55,answer,答案,The answer to this question is not easy.
howdy_6_all_units.csv,6,4,3,56,hour,小時,We have an hour to play tennis.
howdy_6_all_units.csv,6,4,4,57,minute,分鐘,There are sixty minutes in an hour.
howdy_6_all_units.csv,6,4,5,58,second,秒,The movie is going to start in thirty seconds.
howdy_6_all_units.csv,6,4,6,59,captain,船長,Mike is the captain of this ship.
howdy_6_all_units.csv,6,4,7,60,sick,生病的,Sean can't go to school because he is sick.
howdy_6_all_units.csv,6,4,8,61,tired,疲倦的,Ed often feels tired after work.
howdy_6_all_units.csv,6,4,9,62,hungry,飢餓的,Kevin wants some bread because he is hungry.
howdy_6_all_units.csv,6,4,10,63,happy,高興的,Kids are happy to see Grandpa.
howdy_6_all_units.csv,6,4,11,64,wave,波浪,Here comes a big wave!
howdy_6_all_units.csv,6,4,12,65,beautiful,漂亮的,The red dress is more beautiful.
howdy_6_all_units.csv,6,4,13,66,beach,海灘,Eric likes to play on the beach.
howdy_6_all_units.csv,6,4,14,67,seashell,貝殼,This yellow seashell is pretty.
howdy_6_all_units.csv,6,4,15,68,find,找到,Ian can't find his kite.
howdy_6_all_units.csv,6,4,16,69,throw up,嘔吐,Ben is going to throw up because he is feeling sick.
howdy_6_all_units.csv,6,4,17,70,kid,小孩,These kids can dance well.
howdy_6_all_units.csv,6,4,18,71,seagull,海鷗,Seagulls are flying in the sky.
howdy_6_all_units.csv,6,4,19,72,shore,岸邊,We're swimming back to shore.
howdy_6_all_units.csv,6,5,1,73,starfish,海星,The red starfish is small.
howdy_6_all_units.csv,6,5,2,74,crab,螃蟹,Most crabs live in the water.
howdy_6_all_units.csv,6,5,3,75,ray,魟魚,Which ray is the smallest?
howdy_6_all_units.csv,6,5,4,76,sea horse,海馬,That sea horse is the largest.
howdy_6_all_units.csv,6,5,5,77,bones,骨頭,Octopuses have no bones.
howdy_6_all_units.csv,6,5,6,78,sign,記號；標誌,"The sign says ""No Feeding."""
howdy_6_all_units.csv,6,5,7,79,tank,缸,Let's get a fish tank for David.
howdy_6_all_units.csv,6,5,8,80,world,世界,Greenland is the biggest island in the world.
howdy_6_all_units.csv,6,5,9,81,tiny,微小的,Ants are tiny.
howdy_6_all_units.csv,6,5,10,82,live,住,Macy lives next to her parents.
howdy_6_all_units.csv,6,5,11,83,pool,水池,Many fish are swimming in the pool.
howdy_6_all_units.csv,6,5,12,84,bumpy,凹凸不平的,We're driving on a bumpy road.
howdy_6_all_units.csv,6,5,13,85,flat,平的；平坦的,The road is flat.
howdy_6_all_units.csv,6,5,14,86,rough,粗糙的,Basketballs feel rough.
howdy_6_all_units.csv,6,5,15,87,smooth,光滑的,The egg feels smooth.
howdy_6_all_units.csv,6,5,16,88,petting area,撫摸區,There are sheep and rabbits in the petting area.
howdy_6_all_units.csv,6,5,17,89,pet,寵物,This tiny dog is Arron's pet.
howdy_6_all_units.csv,6,5,18,90,tail,尾巴,A ray has a long tail.
howdy_6_all_units.csv,6,5,19,91,look like,看起來像...,Andy and his dad look like each other.
howdy_6_all_units.csv,6,5,20,92,probably,大概,It will probably rain tomorrow.
howdy_6_all_units.csv,6,6,1,93,plant,植物,We have many plants at home.
howdy_6_all_units.csv,6,6,2,94,coral,珊瑚,The red coral is beautiful.
howdy_6_all_units.csv,6,6,3,95,lobster,龍蝦,I can see two big lobsters.
howdy_6_all_units.csv,6,6,4,96,eel,鰻魚,How many eels can you see?
howdy_6_all_units.csv,6,6,5,97,jellyfish,水母,Look at those huge jellyfish!
howdy_6_all_units.csv,6,6,6,98,change,改變；交換,I want to change my clothes.
howdy_6_all_units.csv,6,6,7,99,colorful,豐富色彩的；鮮艷的,Nina likes colorful clothes.
howdy_6_all_units.csv,6,6,8,100,clear,清楚的；清澈的,The water is so clear. I can see the fish.
howdy_6_all_units.csv,6,6,9,101,dark blue,深藍色的,The dark blue whale is pretty.
howdy_6_all_units.csv,6,6,10,102,light blue,淺藍色的,My schoolbag is light blue.
howdy_6_all_units.csv,6,6,11,103,shrimp,蝦子,Which shrimp is the biggest?
howdy_6_all_units.csv,6,6,12,104,guys,朋友；人們,You guys are so funny.
howdy_6_all_units.csv,6,6,13,105,fat,胖的,Rex is drawing a big fat cat.
howdy_6_all_units.csv,6,6,14,106,strange,奇怪的,The colorful fish with big eyes looks strange.
howdy_6_all_units.csv,6,6,15,107,quick,快的,You finished your homework already—that was quick!
howdy_6_all_units.csv,6,7,1,108,show,表演,Let's take a picture of the show.
howdy_6_all_units.csv,6,7,2,109,camera,照相機,I'm going to buy a red camera.
